Release_ID,Commits,Bugs_Reported,Critical_Bugs,Test_Coverage,Failed_Test_Cases,Code_Churn,Cyclomatic_Complexity,Files_Changed,Developer_Experience,Security_Vulnerabilities,Build_Time_Minutes,Deployment_Frequency,Risk_Level
R0383,136,7,2,64.3,0,9761,37,22,2.3,5,46,2,High
R0384,212,28,4,88.9,19,896,8,85,2.1,6,6,2,High
R0385,373,3,3,74.5,3,9066,21,61,10.7,1,49,1,Medium
R0386,174,13,1,84.1,8,2347,31,107,13.5,4,51,20,Medium
R0387,80,9,1,89.5,15,3354,17,100,4.3,4,17,12,Medium
R0388,380,13,4,62.1,17,8232,18,89,14.0,2,20,1,High
R0389,26,21,1,94.9,18,8195,14,12,11.8,0,51,4,Medium
R0390,483,8,3,75.1,9,4427,34,7,1.9,1,60,2,Medium
R0391,456,9,5,90.3,10,7079,12,13,12.8,0,5,5,Low
R0392,359,20,2,69.5,14,4495,10,48,12.3,1,12,13,Medium
R0393,224,30,7,67.0,12,7935,31,84,13.3,1,12,5,High
R0394,376,23,0,98.2,5,1799,31,117,9.1,6,41,15,Medium
R0395,112,19,6,89.3,19,572,13,62,13.8,0,31,15,Medium
R0396,43,2,2,83.8,0,8698,19,86,13.2,4,38,20,Low
R0397,68,13,3,76.2,21,6405,14,108,12.5,4,8,1,Medium
R0398,349,29,2,77.2,15,8223,15,10,11.4,2,20,11,Medium
R0399,162,1,1,64.8,20,6303,30,105,3.9,3,33,19,Medium
R0400,249,2,2,74.7,3,8248,6,14,6.3,0,40,18,Low
R0401,20,26,1,89.8,19,5090,37,72,3.5,5,34,11,High
R0402,206,26,0,90.9,14,5539,40,99,9.5,3,50,12,High
R0403,386,14,1,59.3,21,3733,5,44,5.6,5,56,10,High
R0404,300,16,5,85.9,1,2789,36,18,12.4,5,51,14,Medium
R0405,74,8,3,63.3,12,3632,34,106,11.8,5,26,4,High
R0406,407,13,0,95.8,21,9747,12,99,13.4,3,47,19,Medium
R0407,278,4,4,55.2,23,895,40,120,6.8,4,35,17,High
R0408,419,29,2,85.4,5,2203,11,50,10.0,4,25,17,Medium
R0409,471,12,6,98.1,22,4167,22,51,14.5,2,33,5,Medium
R0410,90,13,8,68.2,22,9075,25,92,11.2,4,45,7,High
R0411,122,6,4,85.2,21,2273,16,65,8.4,5,25,4,Medium
R0412,409,11,8,76.1,18,6939,39,37,13.2,3,56,1,High
R0413,287,3,0,71.8,1,1027,17,35,11.4,1,23,9,Low
R0414,94,26,0,85.4,9,3442,39,5,5.7,3,11,20,Medium
R0415,464,21,8,93.1,23,9295,29,31,7.9,6,56,10,High
R0416,374,21,0,95.8,12,6925,25,71,1.3,5,21,7,Medium
R0417,337,27,7,91.5,20,6125,39,95,9.2,6,51,7,High
R0418,170,14,2,98.3,2,3163,16,95,8.0,3,7,14,Low
R0419,162,17,4,60.7,18,4278,5,43,7.3,1,7,5,Medium
R0420,495,10,0,89.0,20,5034,36,102,8.8,2,9,11,Medium
R0421,289,7,2,77.9,25,8376,15,54,8.4,3,10,12,Medium
R0422,133,28,3,84.2,10,6011,23,28,14.3,4,38,16,Medium
R0423,307,26,0,60.0,11,7401,20,116,9.8,4,20,2,High
R0424,369,28,5,71.8,25,1957,29,33,8.3,2,6,17,High
R0425,440,24,5,77.6,16,7400,36,6,4.8,5,17,11,High
R0426,283,2,1,62.4,24,8914,39,1,9.6,1,47,7,High
R0427,462,21,6,91.8,6,8910,32,83,12.3,0,52,5,Medium
R0428,32,14,5,56.7,2,989,16,102,4.2,0,41,8,Medium
R0429,486,8,6,72.1,20,6726,32,41,0.7,5,12,18,High
R0430,23,20,1,88.3,18,845,9,46,14.0,0,23,10,Low
R0431,330,2,2,88.7,14,6349,30,106,10.1,3,15,18,Medium
R0432,132,4,4,90.1,17,4932,14,39,10.3,6,60,12,Medium
R0433,25,17,8,61.2,1,182,30,69,8.4,0,24,7,Medium
R0434,403,23,5,64.3,20,8497,14,21,3.2,4,58,9,High
R0435,119,3,2,84.5,18,991,40,60,9.8,0,23,3,Medium
R0436,148,3,3,86.9,15,5520,27,17,10.2,1,11,10,Medium
R0437,337,2,2,69.0,14,5479,24,89,9.0,4,41,12,Medium
R0438,433,10,6,62.4,10,4133,19,92,11.2,3,22,12,High
R0439,88,21,5,93.6,14,7396,27,100,4.9,4,11,6,High
R0440,350,19,1,92.0,4,8924,17,34,11.1,5,9,3,Medium
R0441,476,0,0,82.8,18,9584,30,99,9.1,0,40,9,Medium
R0442,298,28,8,75.8,24,2535,28,51,3.7,6,42,10,High
R0443,88,14,8,77.5,12,6061,37,2,10.1,6,56,20,High
R0444,370,5,5,61.2,5,3035,14,95,11.1,2,7,8,Medium
R0445,409,15,3,57.8,11,3934,7,86,3.5,6,28,13,High
R0446,260,29,7,93.8,1,5409,11,91,14.5,5,58,9,High
R0447,447,23,4,80.5,18,2948,29,84,6.0,4,46,3,High
R0448,284,8,6,97.8,7,8560,30,46,12.3,2,36,16,Medium
R0449,474,19,0,77.1,4,7307,15,30,1.6,5,22,7,Medium
R0450,96,5,2,70.9,22,2038,19,54,12.3,5,12,16,Medium
R0451,365,15,7,64.3,5,6832,6,32,1.1,4,42,6,High
R0452,88,20,8,56.7,18,2506,8,22,4.2,1,38,13,High
R0453,326,18,0,93.7,23,4744,10,28,7.0,3,60,16,Medium
R0454,107,7,6,81.4,25,9646,16,80,10.1,2,15,11,High
R0455,492,14,1,65.1,12,2266,11,3,3.4,6,37,14,Medium
R0456,443,4,1,62.8,19,9927,7,113,11.9,4,53,4,Medium
R0457,67,15,2,94.7,17,119,32,67,6.6,6,7,17,Medium
R0458,239,7,7,89.7,12,5842,11,55,2.4,3,54,8,High
R0459,485,27,1,67.5,17,6795,21,25,0.6,5,55,1,High
R0460,315,16,1,77.9,12,3465,25,53,5.8,1,32,19,Medium
R0461,149,8,8,73.6,11,4614,30,97,3.5,4,55,18,High
R0462,267,5,5,79.6,15,4257,24,74,5.5,5,30,5,High
R0463,457,27,1,87.9,14,2750,11,28,7.9,6,26,18,Medium
R0464,334,22,0,62.1,20,186,10,106,2.6,4,32,3,High
R0465,52,8,3,71.3,19,718,29,120,14.8,4,46,17,Medium
R0466,166,22,0,96.6,5,8199,33,2,3.4,5,56,17,Medium
R0467,166,6,0,89.5,16,8551,19,79,3.0,0,28,8,Medium
R0468,355,0,0,58.8,8,6644,27,86,6.2,4,17,17,Medium
R0469,27,23,1,95.4,17,4761,40,118,9.0,2,57,9,High
R0470,135,19,3,75.0,12,9519,5,34,3.0,4,11,18,Medium
R0471,57,16,4,70.0,3,8509,21,113,8.3,6,41,9,High
R0472,375,14,6,79.8,24,4085,26,100,7.2,3,42,1,High
R0473,266,3,3,58.0,20,3710,19,103,5.1,2,38,18,High
R0474,24,22,4,65.9,2,6636,26,10,8.5,1,35,11,Medium
R0475,201,6,4,63.0,23,3215,36,95,3.4,5,20,9,High
R0476,125,7,3,91.7,19,5933,14,100,2.0,0,48,16,Medium
R0477,334,0,0,97.2,15,6181,25,64,13.5,4,60,9,Medium
R0478,271,5,5,67.3,7,9548,13,7,8.1,3,35,18,Medium
R0479,36,16,5,72.3,21,2963,34,16,10.6,3,25,1,High
R0480,26,21,3,71.7,3,5431,28,79,13.0,1,40,9,Medium
R0481,141,8,7,97.2,10,6095,16,64,6.6,3,49,12,High
R0482,206,27,6,67.3,5,9461,13,74,10.4,6,11,9,High
R0483,431,7,7,74.0,12,3312,14,103,14.4,1,35,1,Medium
R0484,110,13,7,60.9,20,8570,39,93,5.1,3,24,9,High
R0485,307,27,0,72.5,22,2776,8,28,12.3,3,58,4,Medium
R0486,250,23,5,66.4,11,9280,40,120,12.2,2,6,14,High
R0487,82,11,3,80.4,20,8921,16,100,4.6,2,48,17,Medium
R0488,269,24,7,94.1,12,4794,34,81,14.4,6,15,11,High
R0489,235,20,6,92.4,2,1396,15,44,3.8,2,46,10,Medium
R0490,383,8,6,66.9,14,6050,38,58,6.5,1,59,1,High
R0491,84,23,3,84.1,23,1411,18,22,6.3,0,9,16,Medium
R0492,300,1,0,88.9,16,1463,11,34,9.5,0,46,13,Low
R0493,178,7,3,87.5,14,2171,13,68,12.7,0,7,12,Low
R0494,460,29,5,93.0,14,8956,22,71,7.0,5,39,6,High
R0495,322,19,7,82.8,20,9340,32,68,9.8,4,24,12,High
R0496,266,17,3,90.4,14,5144,28,53,4.3,2,5,1,Medium
R0497,287,26,2,70.1,15,8867,5,89,13.9,6,35,10,High
R0498,24,24,6,90.1,19,3888,5,71,5.9,3,40,14,High
R0499,222,7,2,86.5,20,6485,29,29,4.3,3,45,8,Medium
R0500,284,24,4,67.5,23,8815,22,53,3.2,0,16,5,High
R0501,168,3,3,82.2,8,8160,17,42,0.8,0,39,1,Medium
R0502,115,3,3,66.8,22,7283,5,30,1.8,0,36,7,Medium
R0503,195,13,4,89.6,15,6184,34,90,12.0,2,10,5,Medium
R0504,48,8,6,58.1,15,3075,17,115,12.7,6,29,1,High
R0505,82,24,3,71.9,14,4149,7,26,7.2,6,11,17,Medium
R0506,360,6,6,72.1,9,5393,15,81,11.1,5,40,17,Medium
R0507,82,8,7,83.1,6,6005,8,111,10.2,0,20,14,Medium
R0508,186,0,0,90.0,18,2060,30,102,4.0,0,42,16,Medium
R0509,372,19,2,71.3,2,4175,15,64,1.8,4,26,2,Medium
R0510,50,11,2,85.9,25,1859,13,63,3.9,4,55,12,Medium
R0511,432,28,7,87.3,0,6289,27,93,2.5,0,36,15,Medium
R0512,306,9,8,85.7,6,9384,16,70,5.5,5,34,9,High
R0513,464,26,8,62.1,16,2639,33,38,12.4,4,28,15,High
R0514,20,24,8,71.7,5,406,28,100,9.5,2,51,3,High
R0515,357,30,8,91.0,6,8686,36,99,8.5,4,23,11,High
R0516,229,20,5,59.9,16,1192,7,107,14.1,1,60,2,High
R0517,123,3,3,63.4,1,9455,29,85,7.6,4,49,19,Medium
R0518,151,1,1,64.7,22,1261,5,120,13.9,5,36,3,Medium
R0519,259,25,0,70.9,23,6914,28,102,10.8,6,44,9,High
R0520,290,1,1,91.7,2,3637,38,13,2.0,1,39,13,Low
R0521,117,6,6,83.9,18,3031,40,96,8.6,5,11,19,High
R0522,203,21,7,85.9,13,1805,15,102,3.1,3,37,11,High
R0523,356,5,5,98.9,14,5872,25,71,14.9,2,59,12,Medium
R0524,231,24,6,91.4,10,4043,39,28,5.9,4,52,9,High
R0525,204,30,7,74.7,12,103,7,37,9.1,4,13,10,High
R0526,23,9,3,64.5,10,455,22,118,8.5,4,41,19,Medium
R0527,99,3,0,75.3,4,2367,21,47,13.4,1,19,9,Low
R0528,435,9,1,80.1,18,3662,9,93,5.2,3,16,16,Medium
R0529,442,28,1,81.2,9,712,29,11,11.8,6,26,12,Medium
R0530,470,26,6,73.3,3,3814,5,82,11.8,3,8,10,Medium
R0531,288,1,1,78.8,4,5454,37,90,3.7,0,48,13,Medium
R0532,248,24,8,59.0,13,4847,30,19,2.4,0,35,19,High
R0533,401,1,1,72.6,2,6629,37,56,11.7,1,53,5,Medium
R0534,266,17,3,76.5,20,9460,17,72,9.4,5,38,8,High
R0535,144,2,2,89.2,10,9537,10,15,10.2,3,28,12,Low
R0536,117,10,5,81.1,0,5094,15,45,9.4,6,33,20,Medium
R0537,94,14,0,95.7,7,3371,28,20,11.5,6,10,4,Medium
R0538,398,1,1,96.8,4,4813,5,44,10.6,0,24,15,Low
R0539,261,0,0,64.2,17,3571,18,70,8.1,2,40,16,Medium
R0540,338,23,2,85.6,21,401,29,75,13.6,4,7,9,Medium
R0541,107,1,1,63.8,22,4544,8,60,10.0,0,9,13,Low
R0542,358,8,5,93.0,0,4892,29,30,14.7,4,50,4,Medium
R0543,482,10,7,93.1,17,1542,16,26,7.8,3,40,1,High
R0544,40,7,7,68.4,15,6545,15,3,5.5,2,27,10,High
R0545,140,16,4,90.7,20,4321,29,114,15.0,0,40,9,Medium
R0546,135,4,4,94.5,21,2348,10,94,6.0,5,44,8,High
R0547,233,7,2,73.8,9,5495,33,70,2.4,5,13,19,Medium
R0548,297,21,3,93.0,9,8682,13,56,14.9,6,14,19,Medium
R0549,489,5,5,58.0,17,2039,16,41,12.7,1,51,1,Medium
R0550,411,10,6,97.3,9,7358,22,20,11.8,0,13,6,Medium
R0551,33,24,4,81.6,19,3883,19,30,10.5,2,10,16,Medium
R0552,88,16,7,86.3,11,3114,29,63,7.4,1,17,8,Medium
R0553,36,13,0,95.7,13,3746,17,97,3.5,1,33,20,Medium
R0554,270,22,5,93.1,7,7105,30,100,1.1,5,57,13,High
R0555,388,10,6,81.9,23,9470,39,68,9.8,5,55,2,High
R0556,286,3,3,75.1,1,4125,38,69,6.2,5,7,18,Medium
R0557,218,16,0,63.4,14,6621,24,100,12.5,3,15,14,Medium
R0558,170,19,0,85.4,4,7695,33,12,11.0,0,16,19,Low
R0559,500,28,8,61.0,13,5399,33,4,3.1,4,50,7,High
R0560,471,14,1,66.0,22,2786,12,12,2.2,3,45,12,Medium
R0561,63,16,6,87.0,16,2719,29,71,6.0,6,15,11,High
R0562,309,27,2,62.1,4,3030,8,54,5.0,5,54,15,Medium
R0563,167,20,2,60.2,4,3423,5,80,11.6,0,34,16,Low
R0564,457,15,8,90.5,19,8184,20,28,9.0,3,34,14,High
R0565,246,2,0,65.8,17,4656,40,105,12.5,0,16,5,Medium
R0566,48,20,5,56.6,1,9571,24,43,13.8,0,11,14,Medium
R0567,111,5,4,81.9,22,9847,40,23,14.5,5,42,12,High
R0568,496,1,1,88.8,10,6138,29,105,1.5,3,58,18,Medium
R0569,53,9,7,60.9,22,4596,26,68,6.5,1,49,7,High
R0570,333,1,1,80.1,20,8766,10,62,11.0,4,55,10,Medium
R0571,238,19,5,66.4,18,5897,13,79,8.7,4,51,16,High
R0572,272,25,2,93.9,7,4859,17,1,2.2,3,45,4,Medium
R0573,397,27,3,90.2,13,6883,7,43,5.6,6,45,7,High
R0574,25,20,3,85.4,8,1211,24,39,7.8,2,54,1,Medium
R0575,78,21,5,70.0,23,9421,6,107,3.0,2,58,11,High
R0576,492,21,7,95.3,25,682,13,62,2.8,3,60,18,High
R0577,478,10,7,89.5,13,1017,38,39,8.7,5,25,18,High
R0578,294,0,0,80.4,10,5893,9,20,4.6,0,26,13,Low
R0579,340,17,2,80.1,12,3170,12,111,11.8,2,50,11,Medium
R0580,383,1,1,73.2,15,3993,28,58,12.5,2,18,17,Low
R0581,174,5,1,71.5,1,3411,10,57,7.8,6,35,17,Medium
R0582,98,6,5,95.6,23,8679,24,100,5.2,6,60,4,High
R0583,440,30,8,84.8,4,3461,7,59,6.1,6,38,4,High
R0584,22,9,0,85.2,19,1526,26,60,13.4,0,38,10,Low
R0585,31,18,4,83.1,6,5357,17,25,4.7,4,25,15,Medium
R0586,363,3,3,61.6,8,1975,5,80,8.6,0,18,18,Low
R0587,199,17,5,66.9,22,4741,20,22,1.5,4,26,18,High
R0588,247,1,1,56.3,21,926,11,50,1.3,3,30,6,Medium
R0589,380,19,7,82.1,9,5544,17,92,11.5,6,39,3,High
R0590,492,24,7,80.0,2,7772,11,59,5.0,5,50,15,High
R0591,260,7,3,61.3,19,4327,28,51,3.2,5,26,11,High
R0592,252,15,0,57.9,3,5858,35,60,12.8,2,54,12,Medium
R0593,329,18,2,77.3,12,1852,25,72,9.9,6,24,18,Medium
R0594,256,12,6,65.5,7,9077,15,62,6.1,2,18,19,Medium
R0595,240,25,6,80.0,10,9021,20,23,10.1,0,52,19,Medium
R0596,448,15,1,81.1,14,5430,40,13,12.4,1,24,13,Medium
R0597,55,19,1,85.2,19,6308,25,64,9.9,0,10,7,Medium
R0598,438,4,0,88.3,21,2544,33,69,4.7,4,41,15,Medium
R0599,120,6,5,68.2,25,5089,32,92,14.7,2,10,19,High
R0600,24,19,8,72.8,4,4919,8,48,13.6,0,5,18,Medium
R0601,440,11,1,92.9,0,3954,32,90,9.1,5,25,13,Medium
R0602,227,12,6,79.0,21,2941,35,18,3.2,3,58,12,High
R0603,450,13,2,67.7,21,2156,13,2,1.5,0,14,16,Medium
R0604,356,13,2,58.7,20,6913,34,115,11.9,4,32,20,High
R0605,112,14,8,73.7,14,6403,27,29,3.2,4,5,19,High
R0606,275,27,3,86.3,8,6831,39,74,5.8,0,41,16,Medium
R0607,380,11,1,80.5,22,1411,14,94,11.1,6,53,9,Medium
R0608,258,16,1,78.0,19,1549,20,61,9.6,5,47,3,Medium
R0609,370,20,8,90.1,9,964,26,69,11.8,3,34,17,High
R0610,483,15,5,73.5,25,4927,23,22,1.0,4,52,10,High
R0611,392,25,4,57.7,15,9572,15,74,1.2,2,56,20,High
R0612,33,9,7,58.6,16,1359,22,33,2.4,2,22,9,High
R0613,27,23,1,81.6,18,2576,33,48,12.2,2,55,8,Medium
R0614,268,5,5,92.9,10,1482,14,77,14.0,1,58,16,Medium
R0615,405,13,6,65.5,14,2840,18,74,11.1,2,8,9,Medium
R0616,406,26,1,57.3,14,6633,35,39,7.4,6,39,8,High
R0617,214,21,6,75.9,4,8790,32,2,4.7,6,33,13,High
R0618,367,10,8,85.0,1,1695,39,82,5.6,6,32,20,High
R0619,490,20,4,69.7,8,1710,21,84,9.0,3,54,8,High
R0620,395,21,3,77.9,21,3047,25,71,0.7,0,58,3,High
R0621,26,13,1,78.1,21,7406,27,29,11.0,2,17,2,Medium
R0622,32,19,1,57.5,19,3652,12,91,14.4,0,59,20,Medium
R0623,86,12,2,94.4,22,3118,21,38,7.3,0,45,15,Medium
R0624,492,8,6,85.5,21,5398,21,21,11.8,2,54,2,High
R0625,215,12,5,98.8,8,4436,16,57,1.5,1,44,13,Medium
R0626,111,20,7,59.8,17,7165,18,79,9.8,3,50,9,High
R0627,72,1,1,58.1,23,4205,33,3,13.5,1,46,1,Medium
R0628,497,1,1,66.7,22,5503,30,74,0.6,5,54,16,High
R0629,264,13,6,92.1,24,1248,39,29,0.5,5,57,16,High
R0630,82,18,8,96.1,11,5563,24,52,1.3,5,10,12,High
R0631,293,27,5,58.5,14,4850,17,23,8.5,3,47,7,High
R0632,173,22,6,94.4,20,5986,36,11,13.3,3,52,7,High
R0633,91,1,1,56.1,18,4007,36,50,1.4,4,46,10,High
R0634,275,17,7,97.5,0,706,26,8,5.4,5,7,13,Medium
R0635,80,6,6,75.2,21,8891,14,95,8.9,0,7,5,Medium
R0636,270,20,0,75.7,19,850,20,90,9.9,0,16,2,Medium
R0637,483,9,1,75.1,5,9783,9,105,12.4,0,36,20,Low
R0638,429,19,3,57.8,6,7083,26,104,12.6,5,48,13,High
R0639,186,3,3,61.0,25,3593,7,76,3.0,0,12,9,Medium
R0640,92,24,6,62.4,11,9167,15,57,4.0,4,7,5,High
R0641,71,25,6,89.2,0,8078,10,1,0.6,0,50,19,Medium
R0642,474,9,6,85.5,25,7898,13,27,2.6,2,38,15,High
R0643,230,7,2,81.9,1,9869,16,92,7.7,0,45,10,Low
R0644,198,13,0,79.5,6,2025,38,13,9.5,6,53,18,Medium
R0645,279,7,7,88.9,21,3509,22,7,3.3,6,14,16,High
R0646,274,5,2,84.5,1,985,28,37,3.5,2,26,20,Low
R0647,432,28,7,56.9,23,959,39,23,2.8,0,36,17,High
R0648,79,2,2,86.7,18,9598,25,54,3.4,5,25,8,High
R0649,418,3,3,65.0,7,6859,17,49,13.4,0,35,19,Low
R0650,268,1,1,61.4,19,7554,16,50,5.9,3,51,7,Medium
R0651,343,11,4,63.9,4,625,8,36,2.5,6,34,15,Medium
R0652,234,5,5,64.7,9,9989,15,102,12.0,4,15,19,Medium
R0653,303,27,3,58.8,16,8115,18,76,7.4,3,22,1,High
R0654,393,13,3,65.9,13,9593,19,115,13.9,1,41,1,Medium
R0655,233,1,0,98.6,23,8361,7,55,8.2,3,56,4,Medium
R0656,251,15,3,58.7,24,303,31,28,2.4,2,20,3,High
R0657,28,15,4,62.1,14,9445,6,59,7.2,1,60,13,High
R0658,114,25,5,82.6,22,122,9,50,13.5,2,38,2,Medium
R0659,171,13,4,85.7,19,8987,18,101,10.4,4,26,2,High
R0660,283,30,5,94.1,3,6374,28,60,9.5,2,28,6,Medium
R0661,351,17,1,79.7,24,3454,13,43,4.0,0,46,16,Medium
R0662,397,30,3,88.1,24,3793,25,46,13.5,4,48,14,High
R0663,161,1,1,71.4,14,8066,37,68,12.5,3,50,18,Medium
R0664,367,26,8,94.6,14,6131,9,25,13.4,3,10,3,High
R0665,220,28,2,67.7,2,1891,15,36,2.1,1,36,5,Medium
R0666,467,6,6,96.9,0,4903,31,88,8.4,1,35,12,Medium
R0667,235,14,0,67.8,2,461,19,107,14.2,5,26,14,Medium
R0668,316,10,5,76.4,21,8786,40,57,7.1,4,13,10,High
R0669,107,25,4,65.0,11,4820,8,19,5.6,3,15,20,Medium
R0670,493,5,5,67.6,5,2614,15,31,2.2,2,41,5,Medium
R0671,245,8,5,63.1,17,668,25,45,2.6,3,39,6,High
R0672,293,9,1,95.5,12,8282,14,59,14.0,1,5,18,Low
R0673,279,10,4,75.9,9,9499,14,103,8.7,3,26,4,Medium
R0674,394,15,0,61.1,17,2014,24,4,6.3,6,19,15,Medium
R0675,202,2,2,57.4,20,3297,38,29,11.8,6,22,7,High
R0676,31,2,2,92.4,21,1531,37,51,3.3,2,43,20,Medium
R0677,281,30,0,95.0,11,6613,14,92,12.9,2,29,12,Medium
R0678,26,9,5,70.5,14,9291,10,28,11.1,3,52,14,Medium
R0679,431,14,4,62.2,23,7044,31,18,12.6,4,10,5,High
R0680,126,9,7,98.5,16,5595,9,120,14.4,6,29,3,High
R0681,23,13,4,73.2,17,7671,13,26,3.2,3,23,18,Medium
R0682,271,1,1,91.7,9,8195,40,95,7.2,0,55,1,Medium
R0683,98,8,4,97.1,20,7842,12,84,10.2,2,31,6,Medium
R0684,271,29,3,56.3,24,4641,36,9,9.2,2,42,16,High
R0685,309,13,4,82.6,15,2059,28,66,11.1,0,59,9,Medium
R0686,103,18,0,61.4,14,2319,27,21,1.3,2,31,12,Medium
R0687,44,9,4,78.3,2,8519,17,99,9.6,6,11,20,Medium
R0688,405,5,5,69.2,10,5032,22,88,10.6,2,11,18,Medium
R0689,316,11,2,55.6,16,4710,28,100,7.5,2,15,4,High
R0690,131,4,4,64.7,6,9253,38,109,8.2,4,49,4,High
R0691,233,14,1,60.1,4,384,35,45,5.0,2,13,15,Medium
R0692,475,19,8,88.6,10,2921,24,4,11.3,0,19,5,Medium
R0693,458,22,2,85.3,9,2153,18,17,14.7,3,49,4,Medium
R0694,59,0,0,88.3,1,3317,11,5,12.0,4,42,2,Low
R0695,260,3,3,56.9,9,268,11,101,2.3,4,18,19,Medium
R0696,481,6,2,84.5,0,1587,14,109,11.3,2,42,12,Low
R0697,200,5,5,89.4,19,4062,37,73,1.5,6,42,1,High
R0698,290,6,3,97.4,5,8900,5,93,1.9,1,37,16,Medium
R0699,207,22,2,74.3,3,3063,27,49,6.6,4,19,14,Medium
R0700,77,24,5,60.4,3,8615,13,64,11.6,5,23,18,High
R0701,389,1,1,69.4,3,6404,23,59,9.2,2,48,15,Medium
R0702,135,17,6,67.8,13,3193,9,115,12.7,3,48,12,High
R0703,111,0,0,84.6,12,7277,38,85,10.3,0,14,13,Low
R0704,225,22,1,87.6,5,1160,28,26,5.4,4,59,13,Medium
R0705,82,7,6,86.9,8,9634,22,97,11.9,5,30,12,High
R0706,263,21,6,98.5,16,4669,14,99,7.1,0,21,16,Medium
R0707,274,7,2,56.3,23,965,9,64,10.3,1,29,20,Medium
R0708,367,10,2,68.3,19,1678,9,85,11.4,6,36,15,Medium
R0709,123,9,7,76.6,8,8987,26,104,13.0,4,6,2,High
R0710,240,28,1,71.9,10,6265,33,59,1.0,1,40,10,High
R0711,472,22,2,76.6,4,5219,29,63,11.6,4,48,16,Medium
R0712,357,17,8,80.2,15,9311,15,65,1.3,2,36,19,High
R0713,213,19,5,88.7,9,5350,8,4,9.1,1,58,12,Medium
R0714,198,25,0,88.7,20,5691,29,13,6.7,2,31,12,Medium
R0715,48,21,3,65.9,20,5213,10,117,10.5,6,24,4,High
R0716,192,5,0,78.7,1,7651,32,73,8.0,3,22,1,Medium
R0717,376,15,0,98.4,12,9444,29,42,8.8,6,36,4,Medium
R0718,373,21,3,69.8,16,5663,15,79,4.8,3,17,16,Medium
R0719,345,27,1,92.0,17,3607,23,34,1.2,4,30,8,High
R0720,339,23,1,86.6,18,1652,26,35,1.5,6,38,16,High
R0721,238,6,5,90.0,20,5045,37,103,4.8,5,39,11,High
R0722,122,13,6,66.1,16,7525,40,24,13.3,5,50,17,High
R0723,461,5,5,64.4,23,7756,22,120,9.7,6,44,14,High
R0724,498,18,0,78.0,11,7677,14,31,2.7,5,53,10,Medium
R0725,452,13,6,69.0,2,3435,31,35,12.4,5,15,9,Medium
R0726,371,19,3,72.9,3,2556,17,4,4.1,6,24,15,Medium
R0727,268,17,6,73.6,1,3409,15,35,2.5,2,55,9,Medium
R0728,357,17,2,83.3,1,8060,6,8,13.0,0,25,20,Low
R0729,172,27,1,94.6,13,6054,10,51,14.2,5,58,5,Medium
R0730,140,3,3,96.0,16,9609,38,33,7.7,0,20,20,Medium
R0731,82,24,5,69.5,18,6488,20,120,6.6,1,11,6,High
R0732,129,8,7,73.0,18,1016,36,69,5.9,0,25,18,High
R0733,236,15,3,97.4,25,2474,28,61,10.9,6,24,1,High
R0734,350,30,0,92.0,21,995,20,33,8.5,2,45,12,Medium
R0735,482,25,1,78.5,7,7348,29,2,13.7,3,21,10,Medium
R0736,66,29,3,68.1,5,7290,25,113,12.3,5,31,2,High
R0737,160,27,1,91.2,15,7818,31,119,12.7,5,32,4,High
R0738,442,5,4,77.3,11,6995,40,95,5.2,5,6,2,High
R0739,348,20,2,82.7,25,2329,5,52,3.4,2,25,19,Medium
R0740,62,3,2,66.0,22,2231,31,102,14.1,3,35,5,Medium
R0741,153,5,5,90.2,6,1482,31,48,3.1,3,58,19,Medium
R0742,134,0,0,95.6,20,3847,10,60,3.4,5,59,6,Medium
R0743,45,12,6,81.4,4,1559,28,22,14.2,0,5,17,Low
R0744,242,24,7,91.4,15,2041,19,92,3.4,6,57,9,High
R0745,167,23,7,71.8,13,3485,18,106,4.6,5,17,14,High
R0746,112,13,2,56.3,8,3958,33,117,4.1,4,48,15,High
R0747,63,0,0,60.9,10,6613,18,92,6.1,3,52,20,Medium
R0748,151,2,1,79.5,1,5553,20,61,13.7,4,47,20,Low
R0749,383,23,0,55.2,16,6341,24,51,10.2,1,40,2,Medium
R0750,317,5,4,62.5,15,5657,34,17,1.8,5,38,14,High
R0751,92,8,1,68.8,4,8279,22,96,5.7,3,23,9,Medium
R0752,333,26,4,77.7,13,2803,25,95,14.9,6,14,18,High
R0753,456,29,7,57.3,4,994,19,24,1.0,2,15,15,High
R0754,243,3,3,56.8,11,9289,36,59,7.6,6,51,5,High
R0755,83,11,1,64.0,9,3059,15,96,7.9,2,41,19,Medium
R0756,128,18,0,78.1,18,3058,31,118,1.6,6,36,4,High
R0757,474,10,0,67.5,21,2098,30,48,9.1,0,58,11,Medium
R0758,98,0,0,75.3,22,7961,34,81,14.4,4,47,1,Medium
R0759,188,1,1,69.3,23,9425,13,28,13.0,6,46,10,Medium
R0760,185,25,0,87.7,17,9967,29,12,6.3,1,20,13,Medium
R0761,65,0,0,62.2,24,6692,23,83,11.4,5,14,4,Medium
R0762,172,15,6,87.4,9,9987,13,46,10.2,6,28,17,High
R0763,122,15,7,94.0,15,4498,32,12,11.5,6,28,20,High
R0764,115,13,6,59.1,16,5699,34,87,3.8,5,50,5,High
R0765,496,15,8,82.7,16,1475,23,60,6.8,6,35,10,High
R0766,96,4,4,92.0,16,7107,23,73,1.2,0,7,17,Medium
R0767,75,16,6,73.2,14,9413,21,46,4.2,0,54,17,High
